sentence,label
", ""YouTube Music is a music streaming service developed by YouTube, a subsidiary of Google",0
" It provides a tailored interface for the service, oriented towards music streaming, allowing users to browse through songs and music videos on YouTube based on genres, playlists, and recommendations",0
" \nThe service also offers a premium tier, which enables ad-free playback audio-only background playback and downloading songs for offline playback",0
These subscription benefits are also offered to subscribers of Google Play Music and YouTube Premium,0
" In the 1960s, several British rock bands such as the Rolling Stones, the Who and the Animals were referred to and promoted as being R&B bands; posters for the Who\'s residency at the Marquee Club in 1964 contained the slogan, ""Maximum R&B""",0
", 'The Carpenters: Music, Music, Music is a Carpenters television special from 1980",0
"  It included guest stars such as Ella Fitzgerald, John Davidson and Nelson Riddle and his orchestra",0
", 'Music, Music is the eighth studio album by Australian-American pop singer Helen Reddy that was released in the summer of 1976 by Capitol Records and later described by J",0
" On August 2 of that year the Recording Industry Association of America awarded the album with Gold certification for sales of 500,000 copies in the United States",0
" It debuted on Billboard\'s Top LP\'s & Tapes chart that same month, in the issue dated August 14, and got as high as number 16 during its 13 weeks there, and in Canada\'s RPM magazine it peaked at number 14",0
" The third album recorded by Reddy with producer Joe Wissert, Music, Music was cited in 1977 by Reddy as a personal favorite from among her albums",0
" On August 23, 2005, Music, Music was released for the first time on compact disc as one of two Helen Reddy albums on one CD, the other album being her 1975 studio release, No Way to Treat a Lady",0
"  \nMusic Choice is distributed nationwide by \u202fComcast Xfinity,\u202fCharter Spectrum,\u202fCox Communications,\u202fVerizon Fios,\u202fDirecTV\u202fand many other mid-size and smaller  MVPDs",0
", '",0
music is a top-level domain name (TLD) released in 2003 for use in music dissemination and appreciation,0
"\nOn April 17, 2019 DotMusic Limited announced that their rights application had been approved by the Internet Corporation for Assigned Names and Numbers (ICANN) and contracting was in the works",0
", 'K-pop (Korean: 케이팝; RR: keipap), short for Korean popular music, is a genre of music originating in South Korea as part of South Korean culture",0
O,0
"\nThe term ""K-pop"" became popular in the 2000s",0
" The earliest, widespread description of nanotechnology referred to the particular technological goal of precisely manipulating atoms and molecules for fabrication of macroscale products, also now referred to as molecular nanotechnology",0
" A more generalized description of nanotechnology was subsequently established by the National Nanotechnology Initiative, which defined nanotechnology as the manipulation of matter with at least one dimension sized from 1 to 100 nanometers",0
" Nanotechnology may be able to create many new materials and devices with a vast range of applications, such as in nanomedicine, nanoelectronics, biomaterials energy production, and consumer products",0
", 'ON Technology was a software company in the United States",0
It was formed in 1987  by Mitch Kapor after his departure from Lotus Software,0
The original plan of the business was to build an object-oriented PC desktop environment providing a variety of applications,0
"\nON was acquired by Symantec on October 27, 2003",0
"\n\n\n== References ==', 'TCL Technology (originally an abbreviation for Telephone Communication Limited) is a Chinese multinational electronics company headquartered in Huizhou, Guangdong Province",0
" Founded as a state-owned enterprise, it designs, develops, manufactures and sells products including television sets, mobile phones, air conditioners, washing machines, refrigerators and small electrical appliances",0
" In 2010, it was the world\'s 25th-largest consumer electronics producer",0
"TCL comprises four listed companies: TCL Technology which is listed on the Shenzhen Stock Exchange, and TCL Electronics Holdings, Ltd",0
" (SEHK: 1070), TCL Communication Technology Holdings, Ltd",0
"(former code SEHK: 2618; delisted in 2016), China Display Optoelectronics Technology Holdings Ltd",0
(SEHK: 334) and Tonly Electronics Holdings Ltd,0
(SEHK: 1249) which are listed on the Hong Kong Stock Exchange,0
"On 7 February 2020, TCL Corporation changed its name to TCL Technology",0
", ""BOE Technology Group Co",0
", Ltd",0
", or Jingdongfang (Chinese: 京东方科技集团股份有限公司), is a Chinese electronic components producer founded in April 1993",0
" Its core businesses are interface devices, smart IoT systems and smart medicine and engineering integration",0
" BOE is one of the world's largest manufacturers of LCD, OLEDs and flexible displays",0
It corresponds to military camouflage for these parts of the electromagnetic spectrum (i,0
e,0
", multi-spectral camouflage)",0
Radiation-absorbent material was also tested and made to reduce or block radar signals that reflect off the surfaces of aircraft,0
" Such changes to shape and surface composition comprise stealth technology as currently used on the Northrop Grumman B-2 Spirit ""Stealth Bomber""",0
